b8:27:eb:05:e1:4d,2019-01-21 15:31:16,NaN,NaN,0,0
b8:27:eb:05:e1:4d,2019-01-21 15:31:27,NaN,NaN,24,71
b8:27:eb:05:e1:4d,2019-01-21 15:31:38,NaN,NaN,23,71
b8:27:eb:05:e1:4d,2019-01-21 15:31:49,NaN,NaN,23,71
b8:27:eb:05:e1:4d,2019-01-21 15:32:00,NaN,NaN,23,71
b8:27:eb:05:e1:4d,2019-01-21 15:32:11,NaN,NaN,23,69
b8:27:eb:05:e1:4d,2019-01-21 15:32:22,NaN,NaN,23,69
b8:27:eb:05:e1:4d,2019-01-21 15:32:33,NaN,NaN,23,69
b8:27:eb:05:e1:4d,2019-01-21 15:32:44,NaN,NaN,23,69
b8:27:eb:05:e1:4d,2019-01-21 15:32:54,NaN,NaN,23,69
b8:27:eb:05:e1:4d,2019-01-21 15:33:05,NaN,NaN,23,68
b8:27:eb:05:e1:4d,2019-01-21 15:33:16,NaN,NaN,23,66
b8:27:eb:05:e1:4d,2019-01-21 15:33:27,NaN,NaN,23,66
b8:27:eb:05:e1:4d,2019-01-21 15:33:38,25.01743333333333,121.58595833333332,23,65
b8:27:eb:05:e1:4d,2019-01-21 15:33:49,25.017608333333335,121.58607333333332,24,65
b8:27:eb:05:e1:4d,2019-01-21 15:34:00,25.019831666666665,121.58802333333333,22,65
b8:27:eb:05:e1:4d,2019-01-21 15:34:11,25.01966,121.58798166666665,23,64
b8:27:eb:05:e1:4d,2019-01-21 15:34:22,25.020845,121.58904833333332,23,64
b8:27:eb:05:e1:4d,2019-01-21 15:34:32,25.022019999999998,121.58978666666665,22,64
b8:27:eb:05:e1:4d,2019-01-21 15:34:43,25.023169999999997,121.59081333333333,22,64
b8:27:eb:05:e1:4d,2019-01-21 15:34:54,25.024621666666665,121.59175333333332,22,65
b8:27:eb:05:e1:4d,2019-01-21 15:35:05,25.0259,121.59269499999999,22,66
b8:27:eb:05:e1:4d,2019-01-21 15:35:16,25.027275,121.59376833333332,22,66
b8:27:eb:05:e1:4d,2019-01-21 15:35:27,25.027449999999998,121.593895,22,66
b8:27:eb:05:e1:4d,2019-01-21 15:35:38,25.029464999999995,121.595335,22,66
b8:27:eb:05:e1:4d,2019-01-21 15:35:49,25.03139833333333,121.59670166666668,22,66
b8:27:eb:05:e1:4d,2019-01-21 15:36:00,NaN,NaN,21,66
b8:27:eb:05:e1:4d,2019-01-21 15:36:10,25.03489833333333,121.599215,21,68
b8:27:eb:05:e1:4d,2019-01-21 15:36:21,24.981326666666668,121.57021999999999,21,68
b8:27:eb:05:e1:4d,2019-01-21 15:36:32,24.98612,121.57340166666665,21,68
b8:27:eb:05:e1:4d,2019-01-21 15:36:43,24.98598666666667,121.57321166666667,21,69
b8:27:eb:05:e1:4d,2019-01-21 15:36:54,24.98601833333333,121.57320499999999,21,69
b8:27:eb:05:e1:4d,2019-01-21 15:37:05,24.986093333333333,121.57323166666664,21,69
b8:27:eb:05:e1:4d,2019-01-21 15:37:16,24.986176666666665,121.573285,21,69
b8:27:eb:05:e1:4d,2019-01-21 15:37:26,24.986265000000003,121.573315,21,69
b8:27:eb:05:e1:4d,2019-01-21 15:37:37,24.986381666666663,121.573395,21,70
b8:27:eb:05:e1:4d,2019-01-21 15:37:48,24.986535000000003,121.57345833333332,20,69
b8:27:eb:05:e1:4d,2019-01-21 15:37:59,24.986666666666665,121.57356333333334,20,70
b8:27:eb:05:e1:4d,2019-01-21 15:38:10,24.98685666666667,121.57363166666667,20,70
