b8:27:eb:05:e1:4d,2019-01-21 15:31:16,0,0,NaN,NaN,test
b8:27:eb:05:e1:4d,2019-01-21 15:31:27,24,71,NaN,NaN,test
b8:27:eb:05:e1:4d,2019-01-21 15:31:38,23,71,NaN,NaN,test
b8:27:eb:05:e1:4d,2019-01-21 15:31:49,23,71,NaN,NaN,test
b8:27:eb:05:e1:4d,2019-01-21 15:32:00,23,71,NaN,NaN,test
b8:27:eb:05:e1:4d,2019-01-21 15:32:11,23,69,NaN,NaN,test
b8:27:eb:05:e1:4d,2019-01-21 15:32:22,23,69,NaN,NaN,test
b8:27:eb:05:e1:4d,2019-01-21 15:32:33,23,69,NaN,NaN,test
b8:27:eb:05:e1:4d,2019-01-21 15:32:44,23,69,NaN,NaN,test
b8:27:eb:05:e1:4d,2019-01-21 15:32:54,23,69,NaN,NaN,test
b8:27:eb:05:e1:4d,2019-01-21 15:33:05,23,68,NaN,NaN,test
b8:27:eb:05:e1:4d,2019-01-21 15:33:16,23,66,NaN,NaN,test
b8:27:eb:05:e1:4d,2019-01-21 15:33:27,23,66,NaN,NaN,test
b8:27:eb:05:e1:4d,2019-01-21 15:33:38,23,65,25.01743333333333,121.58595833333332,test
b8:27:eb:05:e1:4d,2019-01-21 15:33:49,24,65,25.017608333333335,121.58607333333332,test
b8:27:eb:05:e1:4d,2019-01-21 15:34:00,22,65,25.019831666666665,121.58802333333333,test
b8:27:eb:05:e1:4d,2019-01-21 15:34:11,23,64,25.01966,121.58798166666665,test
b8:27:eb:05:e1:4d,2019-01-21 15:34:22,23,64,25.020845,121.58904833333332,test
b8:27:eb:05:e1:4d,2019-01-21 15:34:32,22,64,25.022019999999998,121.58978666666665,test
b8:27:eb:05:e1:4d,2019-01-21 15:34:43,22,64,25.023169999999997,121.59081333333333,test
b8:27:eb:05:e1:4d,2019-01-21 15:34:54,22,65,25.024621666666665,121.59175333333332,test
b8:27:eb:05:e1:4d,2019-01-21 15:35:05,22,66,25.0259,121.59269499999999,test
b8:27:eb:05:e1:4d,2019-01-21 15:35:16,22,66,25.027275,121.59376833333332,test
b8:27:eb:05:e1:4d,2019-01-21 15:35:27,22,66,25.027449999999998,121.593895,test
b8:27:eb:05:e1:4d,2019-01-21 15:35:38,22,66,25.029464999999995,121.595335,test
b8:27:eb:05:e1:4d,2019-01-21 15:35:49,22,66,25.03139833333333,121.59670166666668,test
b8:27:eb:05:e1:4d,2019-01-21 15:36:00,21,66,NaN,NaN,test
b8:27:eb:05:e1:4d,2019-01-21 15:36:10,21,68,25.03489833333333,121.599215,test
b8:27:eb:05:e1:4d,2019-01-21 15:36:21,21,68,24.981326666666668,121.57021999999999,test
b8:27:eb:05:e1:4d,2019-01-21 15:36:32,21,68,24.98612,121.57340166666665,test
b8:27:eb:05:e1:4d,2019-01-21 15:36:43,21,69,24.98598666666667,121.57321166666667,test
b8:27:eb:05:e1:4d,2019-01-21 15:36:54,21,69,24.98601833333333,121.57320499999999,test
